18:20:01:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:36:30:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:36:30:name 'wpath' is not defined[LOW] -> In resamply.py, line 75
18:38:33:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:38:33:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:38:33:[WinError 3] The system cannot find the path specified: 'C:/Users/mmitk/dev/2020/pneumonia/common/data/resampled/TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:39:55:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:39:55:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:39:55:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:40:54:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:40:54:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:42:01:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:42:01:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img0.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img1.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img2.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img3.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img4.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img5.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img6.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img7.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img8.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img9.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img10.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img11.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img12.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img13.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img14.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img15.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img16.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img17.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA\\img18.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img19.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img20.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img21.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img22.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img23.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img24.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img25.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img26.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:[WinError 3] The system cannot find the path specified: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL\\img27.jpeg'[LOW] -> In resamply.py, line 75
18:42:01:ADASYN()[MEDIUM] -> resampled None to C:\Users\mmitk\dev\2020\pneumonia\common\data\resampled\TEST_ADASYN
18:42:44:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:42:44:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:43:41:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:43:41:name 'path' is not defined[LOW] -> In resamply.py, line 61
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\PNEUMONIA'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADASYN\\NORMAL'[LOW] -> In resamply.py, line 75
18:43:41:ADASYN()[MEDIUM] -> resampled None to C:\Users\mmitk\dev\2020\pneumonia\common\data\resampled\TEST_ADASYN
18:44:43:name 'path' is not defined[LOW] -> In resamply.py, line 50
18:44:43:name 'path' is not defined[LOW] -> In resamply.py, line 61
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:53:06:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:01:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\PNEUMONIA'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\TEST_ADS_ORIG\\train\\NORMAL'[LOW] -> In resamply.py, line 75
20:56:02:ADASYN()[MEDIUM] -> resampled C:\Users\mmitk\dev\2020\pneumonia\common\data\TEST to TEST_ADS_ORIG
21:02:05:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\SMOTE\\train\\NORMAL'[LOW] -> In resamply.py, line 75
21:02:05:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\SMOTE\\train\\NORMAL'[LOW] -> In resamply.py, line 75
21:02:05:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\SMOTE\\train\\NORMAL'[LOW] -> In resamply.py, line 75
21:02:05:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\SMOTE\\train\\NORMAL'[LOW] -> In resamply.py, line 75
21:02:05:[WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\mmitk\\dev\\2020\\pneumonia\\common\\data\\resampled\\SMOTE\\train\\NORMAL'[LOW] -> In resamply.py, line 75
